SNO,Row Labels,Count of SKU7_CODE,Sum of NET_SALES_WEIGHT_IN_KGS,PARTY_HLL_CODE,Lat,lng,SERVICING PLG,"Det,D+F",FNB,HUL,PP,Bills
0,Branch,0,0,Branch,12.948201,77.532007,,0,0,0,0,0
1,GSV37678,9,19.175,HUL-431007D-PAR0011,12.91765817,77.54692096,DETS,1,0,0,0,1
2,GSV37679,9,49.9,HUL-431007D-PAR1233,12.91749004,77.55067901,DETS,1,0,0,0,1
3,GSV37680,28,159.1,HUL-431611D-P21774,12.91740059,77.54683619,DETS,1,0,0,0,1
4,GSV37681,12,50.39,HUL-431611D-P31119,12.91942833,77.54495,DETS,1,0,0,0,1
5,GSV37682,12,28.854,HUL-431611D-P32631,12.91731333,77.54645166,DETS,1,0,0,0,1
6,GSV37683,21,69.969,HUL-431611D-P32817,12.91718842,77.54673917,DETS,1,0,0,0,1
7,GSV37684,15,23.435,HUL-431611D-P32998,12.92219333,77.54490833,DETS,1,0,0,0,1
8,GSV37685,24,48.26,HUL-431611D-P33743,12.917738,77.5466847,DETS,1,0,0,0,1
9,GSV37686,15,45.64,HUL-431611D-P33818,12.9142422,77.5468391,DETS,1,0,0,0,1
10,GSV37687,10,219.3,KN56008553084,12.92119,77.54521833,DETS,1,0,0,0,1
11,GSV37688,10,43.36,HUL-431611D-P36556,12.91915954,77.54688749,DETS,1,0,0,0,1
12,GSV37689,9,6.47,HUL-431007D-P27032,12.91944488,77.54496095,DETS,1,0,0,0,1
13,GSV37690,5,7.08,HUL-431007D-P35256,12.92270147,77.54527971,DETS,1,0,0,0,1
14,GSV37691,37,381.55,HUL-431007D-PAR1397,12.9229887,77.5407226,DETS,1,0,0,0,1
15,GSV37692,30,29.717,HUL-431007D-PAR2516,12.92274049,77.54104882,DETS,1,0,0,0,1
16,GSV37693,45,82.099,HUL-431611D-P19087,12.92270797,77.54604541,DETS,1,0,0,0,1
17,GSV37694,11,159.06,HUL-431036D-P8769,12.92619166,77.54198166,DETS,1,0,0,0,1
18,GSV37695,27,30.982,HUL-431611D-P31270,12.92013125,77.53914808,DETS,1,0,0,0,1
19,GSV37696,8,4.215,HUL-431007D-P21125,12.92043166,77.54173,DETS,1,0,0,0,1
20,GSV37697,26,103.976,HUL-431611D-P17414,12.91962935,77.54113774,DETS,1,0,0,0,1
21,GSV37698,1,6,HUL-431611D-P36984,12.9227841,77.54030269,DETS,1,0,0,0,1
22,GSV37699,4,28.7,HUL-431007D-P21738,12.92497244,77.54197189,DETS,1,0,0,0,1
23,GSV37700,12,15.675,HUL-431007D-P24098,12.9221782,77.5419,DETS,1,0,0,0,1
24,GSV37701,2,6,HUL-431007D-P27035,12.92271185,77.54523812,DETS,1,0,0,0,1
25,GSV37702,20,35.462,HUL-431007D-P33128,12.92494815,77.54251717,DETS,1,0,0,0,1
26,GSV37703,12,9.599,HUL-431007D-P35728,12.90380521,77.50737393,D+F,1,0,0,0,1
27,GSV37704,13,5.255,HUL-431007D-P36727,12.90306824,77.5218193,D+F,1,0,0,0,1
28,GSV37705,2,0.55,HUL-431007D-PAR1513,12.91309433,77.52074553,D+F,1,0,0,0,1
29,GSV37706,9,3.165,HUL-431611D-P18903,12.902811,77.5212309,D+F,1,0,0,0,1
30,GSV37707,10,3.94,HUL-431611D-P18979,12.9032517,77.5165812,D+F,1,0,0,0,1
31,GSV37708,11,4.735,HUL-431611D-P33904,12.9030193,77.5213212,D+F,1,0,0,0,1
32,GSV37709,2,0.6,HUL-431611D-P35414,12.90286251,77.52153217,D+F,1,0,0,0,1
33,GSV37710,11,3.454,HUL-431611D-P36301,12.902548,77.5197414,D+F,1,0,0,0,1
34,GSV37711,1,6,HUL-431007D-P24904,12.91092351,77.52091416,D+F,1,0,0,0,1
35,GSV37712,12,21.325,HUL-431007D-P33773,12.92471499,77.54396,DETS,1,0,0,0,1
36,GSV37713,23,55.046,HUL-431007D-PAR0023,12.92791833,77.54609166,DETS,1,0,0,0,1
37,GSV37714,25,73.721,HUL-431007D-PAR0707,12.92601045,77.54442932,DETS,1,0,0,0,1
38,GSV37715,12,28.98,HUL-431007D-PAR0720,12.92565126,77.5443209,DETS,1,0,0,0,1
39,GSV37716,29,41.554,HUL-431007D-PAR0728,12.9238916,77.546784,DETS,1,0,0,0,1
40,GSV37717,14,29.35,HUL-431007D-PAR0758,12.92384779,77.5435837,DETS,1,0,0,0,1
41,GSV37718,7,7.74,HUL-431007D-PAR0973,12.92370666,77.54668166,DETS,1,0,0,0,1
42,GSV37719,1,6,HUL-431007D-PAR0975,12.92181775,77.54347441,DETS,1,0,0,0,1
43,GSV37720,4,0.993,HUL-431007D-PAR1425,12.92423833,77.54711333,DETS,1,0,0,0,1
44,GSV37721,5,150.7,HUL-431007D-PAR2026,12.92021556,77.54277698,DETS,1,0,0,0,1
45,GSV37722,1,1.2,HUL-431007D-PAR2500,12.92313175,77.54354833,DETS,1,0,0,0,1
46,GSV37723,9,4.665,HUL-431611D-P19227,12.92363241,77.54535678,DETS,1,0,0,0,1
47,GSV37724,35,297.749,HUL-431611D-P21799,12.92212066,77.54338591,DETS,1,0,0,0,1
48,GSV37725,1,0.07,HUL-431611D-P21844,12.96032131,77.48678825,DETS,1,0,0,0,1
49,GSV37726,34,68.344,HUL-431611D-P32616,12.92183877,77.54337707,DETS,1,0,0,0,1
50,GSV37727,7,13.14,HUL-431611D-P32968,12.92324986,77.54667931,DETS,1,0,0,0,1
51,GSV37728,12,92.8,HUL-431611D-P35014,12.9200122,77.54253623,DETS,1,0,0,0,1
52,GSV37729,18,37.034,HUL-431007D-P24107,12.92262966,77.54387152,DETS,1,0,0,0,1
53,GSV37730,4,34.5,HUL-431007D-PAR0868,12.9294191,77.53674654,DETS,1,0,0,0,1
54,GSV37731,17,124.521,HUL-431007D-PAR1051,12.92944092,77.53676225,DETS,1,0,0,0,1
55,GSV37732,12,126.99,KN56000203734,12.92959369,77.53871237,DETS,1,0,0,0,1
56,GSV37733,17,94.59,HUL-431007D-PAR1185,12.9299489,77.53928474,DETS,1,0,0,0,1
57,GSV37734,13,15.273,HUL-431007D-PAR1433,12.92817346,77.53862085,DETS,1,0,0,0,1
58,GSV37735,20,124.575,HUL-431007D-PAR1811,12.9292851,77.5361036,DETS,1,0,0,0,1
59,GSV37736,36,104.235,HUL-431611D-P18027,12.92929612,77.54055393,DETS,1,0,0,0,1
60,GSV37737,26,25.125,HUL-431611D-P21749,12.92797333,77.53960333,DETS,1,0,0,0,1
61,GSV37738,25,107.683,HUL-431611D-P21869,12.9286834,77.5388149,DETS,1,0,0,0,1
62,GSV37739,24,640.429,HUL-431007D-P18626,12.92970325,77.53788548,DETS,1,0,0,0,1
63,GSV37740,2,21.3,HUL-431136D-P7788,12.92946514,77.53627272,DETS,1,0,0,0,1
64,GSV37741,10,9.58,HUL-431611D-P31430,12.9297914,77.5399512,DETS,1,0,0,0,1
65,GSV37742,11,141.174,HUL-431611D-P33773,12.928845,77.53902666,DETS,1,0,0,0,1
66,GSV37743,1,5,HUL-431007D-P25349,12.96126967,77.50169123,DETS,1,0,0,0,1
67,GSV37744,22,138.232,HUL-431007D-P21119,12.92828833,77.53875666,DETS,1,0,0,0,1
68,GSV37745,19,18.042,HUL-431007D-P21122,12.929305,77.53964333,DETS,1,0,0,0,1
69,GSV37746,4,12.58,HUL-431007D-PAR1761,12.95859072,77.50106068,DETS,1,0,0,0,1
70,GSV37747,11,45.7,HUL-431611D-P35214,12.9256972,77.5379843,DETS,1,0,0,0,1
71,GSV37748,6,15.655,HUL-431007D-P24326,12.9289255,77.539221,DETS,1,0,0,0,1
72,GSV37749,4,2.37,HUL-431007D-P36121,12.93172701,77.53696599,DETS,1,0,0,0,1
73,GSV37750,20,37.133,HUL-431007D-PAR0214,12.93315708,77.53957061,DETS,1,0,0,0,1
74,GSV37751,66,233.397,HUL-431007D-PAR0838,12.93111481,77.53832616,DETS,1,0,0,0,1
75,GSV37752,30,111.761,HUL-431007D-PAR1125,12.93177391,77.54048197,DETS,1,0,0,0,1
76,GSV37753,71,60.2,HUL-431007D-PAR1293,12.93082999,77.54010333,DETS,1,0,0,0,1
77,GSV37754,35,106.037,HUL-431007D-PAR1704,12.93415599,77.53664524,DETS,1,0,0,0,1
78,GSV37755,28,43.61,HUL-431611D-P23659,12.9313242,77.5371315,DETS,1,0,0,0,1
79,GSV37756,12,40.72,HUL-431611D-P25909,12.93861553,77.53683798,DETS,1,0,0,0,1
80,GSV37757,16,74.303,HUL-431611D-P33725,12.9361731,77.5397741,DETS,1,0,0,0,1
81,GSV37758,1,10.8,HUL-431611D-P33945,12.9293451,77.535313,DETS,1,0,0,0,1
82,GSV37759,31,46.043,HUL-431611D-P35249,12.938748,77.5355993,DETS,1,0,0,0,1
83,GSV37760,15,7.816,HUL-431611D-P36056,12.93364666,77.52831666,DETS,1,0,0,0,1
84,GSV37761,3,4.112,HUL-431611D-P36621,12.9318669,77.5332743,DETS,1,0,0,0,1
85,GSV37762,14,75.501,HUL-431611D-P37239,12.93070486,77.54180757,DETS,1,0,0,0,1
86,GSV37763,8,3.625,HUL-431007D-PAR0410,12.91957625,77.54164508,D+F,1,0,0,0,1
87,GSV37764,10,2.137,HUL-431007D-PAR1282,12.92247088,77.54409564,D+F,1,0,0,0,1
88,GSV37765,7,3,HUL-431036D-P9069,12.9194147,77.5421131,D+F,1,0,0,0,1
89,GSV37766,4,0.7,HUL-431611D-P33657,12.91337333,77.5387,D+F,1,0,0,0,1
90,GSV37767,4,2.898,HUL-431007D-P20975,12.93490433,77.48447143,D+F,1,0,0,0,1
91,GSV37768,37,9.96,HUL-431007D-P35449,12.92196931,77.5453235,D+F,1,0,0,0,1
92,GSV37769,10,3.49,HUL-431611D-P36651,12.9035449,77.5306072,D+F,1,0,0,0,1
93,GSV37770,22,14.327,HUL-431007D-P24984,12.91983189,77.54602932,D+F,1,0,0,0,1
94,GSV37771,11,7.325,HUL-431007D-P26597,12.91342382,77.53907558,D+F,1,0,0,0,1
95,GSV37772,10,8.765,HUL-431007D-P26651,12.9120815,77.5462476,D+F,1,0,0,0,1
96,GSV37773,16,8.05,HUL-431116P291_1,12.91673654,77.54302525,D+F,1,0,0,0,1
97,GSV37774,4,2.864,HUL-431007D-PAR0259,12.91480589,77.48543647,FNB,0,1,0,0,1
98,GSV37775,6,1.2,HUL-431007D-PAR0201,12.91129397,77.48318174,FNB,0,1,0,0,1
99,GSV37776,8,57.95,HUL-431007D-PAR0312,12.91172106,77.48316075,FNB,0,1,0,0,1
100,GSV37777,7,137,HUL-431007D-PAR1609,12.91248043,77.48399156,FNB,0,1,0,0,1
101,GSV37778,8,53.534,HUL-431007D-PAR1030,12.91130158,77.48222413,FNB,0,1,0,0,1
102,GSV37779,9,6.917,HUL-431007D-PAR1991,12.91169552,77.48314721,FNB,0,1,0,0,1
103,GSV37780,8,19.475,HUL-431007D-PAR1648,12.91214515,77.48324891,FNB,0,1,0,0,1
104,GSV37781,15,13.171,HUL-431007D-PAR1721,12.91164277,77.48320239,FNB,0,1,0,0,1
105,GSV37782,3,2.84,HUL-431007D-PAR2384,12.91106573,77.48285223,FNB,0,1,0,0,1
106,GSV37783,13,65.879,HUL-431007D-PAR2530,12.91223266,77.48583611,FNB,0,1,0,0,1
107,GSV37784,2,0.6,HUL-431007P-PAR2597,12.91314238,77.48462141,FNB,0,1,0,0,1
108,GSV37785,6,9.6,HUL-431329D-KNP178,12.91189811,77.48320731,FNB,0,1,0,0,1
109,GSV37786,9,14.581,HUL-431329D-P151,12.91201544,77.48322616,FNB,0,1,0,0,1
110,GSV37787,2,2.2,HUL-431036D-P8061,12.9115887,77.4831673,FNB,0,1,0,0,1
111,GSV37788,3,0.4,HUL-431611D-P30857,12.9148364,77.4853706,FNB,0,1,0,0,1
112,GSV37789,34,73.603,HUL-431007D-P35348,12.94381337,77.51971296,DETS,1,0,0,0,1
113,GSV37790,24,24.642,HUL-431085801,12.9426812,77.5218008,DETS,1,0,0,0,1
114,GSV37791,13,6.892,HUL-431085P2200,12.94622333,77.52209737,DETS,1,0,0,0,1
115,GSV37792,17,26.983,HUL-431007D-PAR0649,12.94360326,77.52205202,DETS,1,0,0,0,1
116,GSV37793,5,28.513,HUL-431007D-PAR0788,12.9437538,77.5219614,DETS,1,0,0,0,1
117,GSV37794,4,4.65,HUL-431007D-PAR1170,12.92914363,77.51096922,DETS,1,0,0,0,1
118,GSV37795,16,69.876,HUL-431007D-PAR2399,12.94577754,77.52463403,DETS,1,0,0,0,1
119,GSV37796,14,107.098,HUL-431611D-P17321,12.94431895,77.52441305,DETS,1,0,0,0,1
120,GSV37797,12,11.326,HUL-431611D-P26249,12.9438643,77.5199333,DETS,1,0,0,0,1
121,GSV37798,8,8.965,HUL-431611D-P30913,12.94577363,77.52438687,DETS,1,0,0,0,1
122,GSV37799,5,1.233,HUL-431611D-P30918,12.94494618,77.52012453,DETS,1,0,0,0,1
123,GSV37800,2,2.82,HUL-431611D-P31523,12.92975714,77.51093564,DETS,1,0,0,0,1
124,GSV37801,46,313.018,HUL-431611D-P33208,12.94514556,77.52008694,DETS,1,0,0,0,1
125,GSV37802,15,15.303,HUL-431611D-P36471,12.9455821,77.5247507,DETS,1,0,0,0,1
126,GSV37803,31,84.36,HUL-431611D-P36911,12.94435857,77.52296099,DETS,1,0,0,0,1
127,GSV37804,17,23.886,HUL-431611D-P37264,12.9441266,77.52043271,DETS,1,0,0,0,1
128,GSV37805,29,28.871,HUL-431611D-P37664,12.9444562,77.5195066,DETS,1,0,0,0,1
129,GSV37806,32,50.102,HUL-431007D-P24276,12.9429332,77.5198416,DETS,1,0,0,0,1
130,GSV37807,14,4.088,HUL-431007D-P24279,12.94499328,77.52208801,DETS,1,0,0,0,1
131,GSV37808,17,29.796,HUL-431007D-P30976,12.9445882,77.5214749,DETS,1,0,0,0,1
132,GSV37809,1,0.2,HUL-431007D-P31117,12.97010306,77.50870209,DETS,1,0,0,0,1
133,GSV37810,14,22.026,HUL-431007D-P33854,12.92882673,77.54726428,DETS,1,0,0,0,1
134,GSV37811,17,44.51,HUL-431007D-PAR0167,12.92373881,77.55145751,DETS,1,0,0,0,1
135,GSV37812,12,56.645,HUL-431007D-PAR0955,12.92305412,77.55291637,DETS,1,0,0,0,1
136,GSV37813,13,9.53,HUL-431007D-PAR1037,12.9345271,77.5435215,DETS,1,0,0,0,1
137,GSV37814,20,37.3,HUL-431007D-PAR1138,12.92521037,77.54965844,DETS,1,0,0,0,1
138,GSV37815,45,63.508,HUL-431007D-PAR1203,12.92302499,77.54895833,DETS,1,0,0,0,1
139,GSV37816,28,27.093,HUL-431007D-PAR1258,12.92379699,77.54879003,DETS,1,0,0,0,1
140,GSV37817,5,14.24,HUL-431007D-PAR1275,12.9221049,77.5509257,DETS,1,0,0,0,1
141,GSV37818,38,90.386,HUL-431007D-PAR1296,12.9222092,77.5503435,DETS,1,0,0,0,1
142,GSV37819,10,9.152,HUL-431007D-PAR1458,12.9213551,77.5481276,DETS,1,0,0,0,1
143,GSV37820,18,60.89,HUL-431007D-PAR1486,12.9225021,77.5527618,DETS,1,0,0,0,1
144,GSV37821,42,133.005,HUL-431007D-PAR1526,12.92287357,77.54888348,DETS,1,0,0,0,1
145,GSV37822,25,39.283,HUL-431007D-PAR1780,12.9228973,77.5487014,DETS,1,0,0,0,1
146,GSV37823,17,15.954,HUL-431007D-PAR2018,12.9215413,77.5522804,DETS,1,0,0,0,1
147,GSV37824,1,10.8,HUL-431611D-P17297,12.9214625,77.5484106,DETS,1,0,0,0,1
148,GSV37825,8,7.409,HUL-431611D-P33154,12.9235403,77.5495821,DETS,1,0,0,0,1
149,GSV37826,5,5.928,HUL-431007D-P20972,12.92187999,77.55216666,DETS,1,0,0,0,1
150,GSV37827,9,11.14,HUL-431611D-P18555,12.92311949,77.54829584,DETS,1,0,0,0,1
151,GSV37828,8,5.245,HUL-431611D-P37259,12.92293046,77.55320856,DETS,1,0,0,0,1
152,GSV37829,11,9.14,HUL-431611D-P37284,12.92464917,77.54989856,DETS,1,0,0,0,1
153,GSV37830,14,59.728,HUL-431007D-P24934,12.9222131,77.5503066,DETS,1,0,0,0,1
154,GSV37831,44,63.004,HUL-431611D-P32676,12.91523158,77.54246069,DETS,1,0,0,0,1
155,GSV37832,89,97.016,HUL-431007D-P33505,12.93881257,77.52993137,DETS,1,0,0,0,1
156,GSV37833,2,0.225,HUL-431007D-P35644,12.94425917,77.53169123,DETS,1,0,0,0,1
157,GSV37834,34,70.834,HUL-431007D-PAR0748,12.94899978,77.53674918,DETS,1,0,0,0,1
158,GSV37835,14,26.199,HUL-431007D-PAR0977,12.93399968,77.53704803,DETS,1,0,0,0,1
159,GSV37836,2,24,HUL-431007D-PAR1919,12.95507947,77.53458765,DETS,1,0,0,0,1
160,GSV37837,35,41.265,HUL-431611D-P19824,12.9468675,77.53502628,DETS,1,0,0,0,1
161,GSV37838,5,7.164,HUL-431611D-P24059,12.93915441,77.53170924,DETS,1,0,0,0,1
162,GSV37839,21,74.04,HUL-431611D-P30892,12.95225118,77.53433459,DETS,1,0,0,0,1
163,GSV37840,14,14.041,HUL-431611D-P31059,12.93436006,77.53766216,DETS,1,0,0,0,1
164,GSV37841,2,2.064,HUL-431611D-P34974,12.94896494,77.53620916,DETS,1,0,0,0,1
165,GSV37842,9,13.426,HUL-431611D-P35079,12.93286486,77.53703594,DETS,1,0,0,0,1
166,GSV37843,19,59.842,HUL-431007D-P22484,12.93714929,77.52836371,DETS,1,0,0,0,1
167,GSV37844,27,20.9,HUL-431007D-P24461,12.94720032,77.53575385,DETS,1,0,0,0,1
168,GSV37845,1,1.1,HUL-431611D-P31523,12.92975714,77.51093564,FNB,0,1,0,0,1
169,GSV37846,13,13.93,HUL-431007D-PAR0276,12.9074941,77.4176561,FNB,0,1,0,0,1
170,GSV37847,16,78.456,HUL-431036D-P6894,12.90939,77.3957798,FNB,0,1,0,0,1
171,GSV37848,12,41.823,HUL-431036D-P7889,12.91016727,77.39609879,FNB,0,1,0,0,1
172,GSV37849,2,31,HUL-431007D-P24782,12.92121833,77.39574833,FNB,0,1,0,0,1
173,GSV37850,11,162.489,HUL-431007D-PAR0857,12.89619333,77.45369833,FNB,0,1,0,0,1
174,GSV37851,11,6.245,HUL-431611D-P32646,12.90361833,77.438055,FNB,0,1,0,0,1
175,GSV37852,7,69.232,HUL-431611D-P33057,12.91336,77.394395,FNB,0,1,0,0,1
176,GSV37853,3,26.75,HUL-431611D-P33159,12.88956954,77.43762221,FNB,0,1,0,0,1
177,GSV37854,1,125,HUL-431611D-P34225,12.90374363,77.43841124,FNB,0,1,0,0,1
178,GSV37855,13,12.13,HUL-431611D-P34245,12.910245,77.39582666,FNB,0,1,0,0,1
179,GSV37856,9,62.4,HUL-431611D-P34335,12.91039,77.45026166,FNB,0,1,0,0,1
180,GSV37857,13,9.726,HUL-431611D-P31200,12.88752943,77.44423677,FNB,0,1,0,0,1
181,GSV37858,3,2.1,HUL-431611D-P34613,12.90977,77.39438833,FNB,0,1,0,0,1
182,GSV37859,6,34.45,HUL-431611D-P35074,12.88463333,77.442575,FNB,0,1,0,0,1
183,GSV37860,18,36.913,HUL-431611D-P35320,12.907245,77.41928333,FNB,0,1,0,0,1
184,GSV37861,10,50.874,HUL-431611D-P35496,12.902215,77.43053666,FNB,0,1,0,0,1
185,GSV37862,9,36.656,HUL-431611D-P37173,12.89390972,77.45621282,FNB,0,1,0,0,1
186,GSV37863,25,62.843,HUL-431611D-P37228,12.89997487,77.48279461,FNB,0,1,0,0,1
